NAME_ONE,HAZARD_COD,BASIN_NAME,RIVER_STRE,DAM_HEIGHT,DAM_LENGTH,SURFACE_AR,YEARBUILT,longitude,latitude
Kingdom Dam,B,Lake Champlain,Black River,24,255,475,1911,-73.5552777778,44.165
North Pond Dam,A,Lake Champlain,Tr-Bartlett Brook,15,152,26,1913,-73.5133333333,44.1283333333
Witherbee Reservoir Dam,A,Lake Champlain,Mill Brook,8,250,2,1910,-73.5366666667,44.0866666667
Tub Mill Pond Dike,A,Lake Champlain,Mill Brook,8,0,0,1909,-73.5855555556,44.0272222222
Tub Mill Pond Dam,B,Lake Champlain,Mill Brook,21,157,32,1912,-73.585,44.0261111111
Rockport Pond Dam,A,Lake Champlain,Tr-Mill Brook,20,90,10,1912,-73.5766666667,44.0186111111
Rosenberg Trout Pond Dam,A,Lake Champlain,Falls Brook,4,40,1,1929,-73.6433333333,44.2166666667
Moss Pond Dam #1,B,Lower Hudson,Moss Pond Brook,12,130,10,1921,-73.6872222222,44.0830555556
Moss Pond Dam #2,A,Lower Hudson,Moss Pond Brook,12,150,2,1921,-73.6983333333,44.0825
Finch Pond Dam,A,Lower Hudson,Moss Pond Brook,8,90,1,1921,-73.6786111111,44.0869444444
Underwood Dam,A,Lower Hudson,New Pond Brook,18,250,9,1950,-73.6736111111,44.0869444444
New Pond Brook Dam,A,Lower Hudson,New Pond Brook,20,60,3,1913,-73.6666666667,44.0933333333
New Pond Dam,A,Upper Hudson,New Pond Brook,10,75,96,1961,-73.6416666667,44.0966666667
Bartlett Pond Dam,A,Lake Champlain,Bartlett Brook,14,180,70,1918,-73.5116666667,44.1
Upper Feeder Pond Dam,A,Lake Champlain,Tr-Mill Brook,6,79,13,0,-73.5805555556,44.0144444444
Walter Baumann Dam,A,Lake Champlain,Tr-Falls Brook,16,156,1,1990,-73.6822222222,44.2355555556
Pharaoh Lake Dam,A,Upper Hudson,Pharaoh Brook,6,12,442,1965,-73.6516666667,43.795
Eagle Lake Dam,A,Upper Hudson,Paragon Brook,6,90,420,1865,-73.6166666667,43.8716666667
Palmer Lake Dam,B,Upper Hudson,The Branch,35,200,38,1920,-73.7425,43.9497222222
C H Walker Dam,A,Upper Hudson,Black Brook,12,120,18,1911,-73.7083333333,43.9866666667
Ledge Pond Dam,A,Lower Hudson,Hiller Brook,31,0,11.2,2003,-73.5666666667,41.5833333333
West Pond At Pawling Properties Dam,B,Lower Hudson,,0,0,6.2,0,-73.5772222222,41.5711111111
Brady Pond Dam And Dike,C,Lower Hudson,Sawmill Brook,37,536,12.5,2001,-73.5322222222,41.6005555556
Duhamel Dam,A,Lower Hudson,Hollow Brook,12,150,10,0,-73.5372222222,41.6288888889
Pearce Pond Dam,B,Lower Hudson,,7,280,8,0,-73.6338888889,41.5683333333
Rv Call Pond Dam,A,Western Lake Ontario,Tr-Oak Orchard Creek,6,0,4,1960,-78.1686111111,43.0952777778
J Charmichael Farm Pond Dam,A,Western Lake Ontario,Tr-Oak Orchard Creek,9,0,2,1962,-78.2433333333,43.0463888889
Bert Liebeck Dam,A,Genesee,Tr-Genesee River,11,0,1,1953,-78.0316666667,42.2108333333
G Adolph Vossler Dam,A,Genesee,Tr-Brimer Creek,8,0,6,1955,-78.015,42.0775
Doran Cooper Dam,D,Genesee,Tr-Van Campen Creek,6,0,1,1958,-78.0666666667,42.2444444444
Dean & Nobles Pond Dam,A,Genesee,Tr-Knight Creek,9,0,4,1959,-78.0675,42.1208333333
Stillman Farm Pond #3 Dam,0,Lower Hudson,,20,340,2,1948,-73.6333333333,41.8508333333
Hanes Farm Pond Dam,0,Lower Hudson,Tr-Wassaic Creek,7,380,2,1949,-73.58,41.8525
Stillman Farm Pond #1 Dam,0,Lower Hudson,Tr-Wassaic Creek,20,650,2,1949,-73.6233333333,41.8813888889
Chauncey Stillman Dam,B,Housatonic,Tr-Wassaic Creek,22,1030,10,1951,-73.6275,41.8783333333
Patterson Farm Pond Dam,A,Lower Hudson,Tr-Wappinger Creek,13,450,5,1951,-73.6608333333,41.8738888889
Martinelli Pond Dam,A,Lower Hudson,Hunns Lake Creek,11,0,1,1951,-73.675,41.8894444444
Ben Tulloch Farm Pond Dam,D,Housatonic,Tr-Wasaic Creek,13,600,4,1951,-73.6005555556,41.8522222222
Black River Pond Dam,B,Upper Hudson,Black River,42,560,100,1935,-73.4088888889,42.6144444444
Wager Dam,A,Lower Hudson,Bonesteel Creek,19,105,58,1939,-73.4933333333,42.7233333333
Weston Dam,A,Lower Hudson,Black Brook,10,50,1,1921,-73.4927777778,42.5141666667
(244-1305),D,Lower Hudson,None,0,0,0,0,-73.3969444444,42.5375
(244-1306),D,Lower Hudson,None,0,0,0,0,-73.3913888889,42.5416666667
Stone Bridge Pond Dam,D,Lower Hudson,Roaring Brook,9,50,4,1916,-73.4461111111,42.5708333333
Camp Fire Girls Dam,B,Lower Hudson,Potter Creek,9,65,3,1926,-73.4783333333,42.7041666667
Dyken Pond Dam,B,Lower Hudson,Poesten Kill,20,375,181,1914,-73.4283333333,42.7172222222
Capitol District Gma Dam #3,A,Lower Hudson,Tr-Black River,7,175,4,1953,-73.39,42.6430555556
Capitol District Gma Dam #4,D,Lower Hudson,Black River,7,280,4,1954,-73.4172222222,42.6088888889
Capitol District Gma Dam #1,A,Lower Hudson,Black River,7,240,3,1953,-73.4327777778,42.6438888889
William Miaski Dam,D,Lower Hudson,Tr-Kinderhook Creek,13,1020,45,1970,-73.4183333333,42.535
Taconic Trails Dam,D,Lower Hudson,Dayfoot Brook,16,150,1,1974,-73.2872222222,42.7208333333
Forest Lake Dam,A,Lower Hudson,Tr-Bonesteel Creek,5,36,19,0,-73.465,42.7333333333
Taconic Pond Dam,A,Lower Hudson,Tr-Little Hoosic River,3,6,32,0,-73.4116666667,42.7383333333
Cranberry Pond Dam,A,Lower Hudson,Quackenkill,7,135,55,1800,-73.4297222222,42.7411111111
Cato Dam,D,Chemung,Tr-Little Sodus Creek,7,140,0,1855,-76.6122222222,43.1808333333
Mills Dam,D,Oswego,None,0,235,0,1865,-76.5638888889,43.1366666667
Miller Dam,D,Oswego,Owasco Outlet,0,50,0,0,-76.6269444444,43.0452777778
Wilt Dam,D,Oswego,,0,150,0,0,-76.6277777778,43.0402777778
Warrens Dam,A,Chemung,Oswasco Outlet,12,765,0,0,-76.6277777778,43.0311111111
Stevens Dam,D,Oswego,Putnam Creek,0,470,0,0,-76.5236111111,43.0344444444
W Demarse Pond Dam,0,Central Lake Ontario,Tr-Wolcott Creek,8,0,8,1952,-76.7222222222,43.2083333333
Parker Marsh Dam,A,Chemung,Tr-Putnam Brook,5,0,9,1953,-76.5283333333,43.0283333333
Edward M Thomas Wildlife Pond Dam,A,Chemung,Tr-Putnam Brook,7,0,3,1953,-76.5558333333,43.0244444444
Andrew Schuler Pond Dam,A,Central Lake Ontario,Tr-Ninemile Creek,15,0,4,1954,-76.5088888889,43.2425
John Gould Marsh Dam,A,Chemung,Tr-Seneca River,7,300,10,1954,-76.6469444444,43.0961111111
Whitman-lee Pond Dam,A,Chemung,Tr-North Brook,8,260,4,1957,-76.5852777778,43.025
Balch-yates Marsh Dam,A,Chemung,Tr-Red Creek,6,0,8,1958,-76.7166666667,43.15
Nys Dec At Howlands Dam,A,Chemung,Tr-Seneca River,10,0,0,1959,-76.6794444444,43.0752777778
Howlands Island Dam,A,Chemung,Tr-Seneca River,6,0,3,1960,-76.6766666667,43.0852777778
David Monnell Dam,D,Central Lake Ontario,Monells Brook,14,0,2,1961,-76.6111111111,43.2216666667
Joseph Albano Dam,A,Central Lake Ontario,,10,0,1,1964,-76.7258333333,43.1833333333
Henry Thurner Pond Dam,A,Central Lake Ontario,Ninemile Creek,6,0,4,0,-76.5233333333,43.2325
James R Pacholyk Dam,A,Chemung,Tr-Seneca River,11,0,3,1969,-76.5305555556,43.0563888889
Ellis A Hall Dam,A,Central Lake Ontario,Tr-Little Sodus Creek,12,0,2,1970,-76.6222222222,43.2016666667
Kellogs Dam,0,Genesee,East Kay Creek,4,350,0,1837,-78.1044444444,42.5941666667
Portageville Dam,D,Genesee,Genesee River,5,300,0,1840,-78.0430555556,42.5702777778
Erie Rail Road Co Dam,A,Genesee,Spring Brook,9,0,0,1919,-78.0044444444,42.55
Ringos Dam,0,Genesee,East Kay Creek,8,100,0,1902,-78.0991666667,42.5416666667
Campbell Dam,0,Genesee,East Kay Creek,9,100,0,1902,-78.0972222222,42.5358333333
Powers Upper Dam,D,Genesee,Wiscoy Creek,5,76,0,1840,-78.1636111111,42.5666666667
Powers-lower Dam,D,Genesee,Wiscoy Creek,6,70,0,1842,-78.1583333333,42.5625
Genesee Textile Co Dam,0,Genesee,Wiscoy Creek,10,450,0,1904,-78.1611111111,42.56
Pike Mills Dam,0,Genesee,Wiscoy Creek,9,100,0,1905,-78.155,42.5566666667
Nortons Mill Dam,D,Genesee,,12,220,0,1814,-78.1972222222,42.5758333333
Wiscoy Dam,C,Genesee,Wiscoy Creek,33,240,11,1921,-78.0886111111,42.505
Main Mill Dam,C,Lake Champlain,Saranac River,25,715,84,1881,-73.4736111111,44.6811111111
Indian Rapids Dam,D,Lake Champlain,Saranac River,30,225,13,1905,-73.4861111111,44.6736111111
Fredenburg Falls Dam,D,Lake Champlain,Saranac River,0,1500,0,1912,-73.4111111111,44.6705555556
Rainbow Falls Dam,B,Lake Champlain,Ausable River,32,566,26,1925,-73.46,44.5227777778
Nail Factory Dam,D,Lake Champlain,Ausable River,10,290,2,1918,-73.4861111111,44.5041666667
Dead Creek Dam,A,Lake Champlain,Tr-Lake Champlain,8,200,24,0,-73.4333333333,44.5716666667
Alice Falls Dam,A,Lake Champlain,Ausable River,50,215,5,1893,-73.4655555556,44.5194444444
Allen Dam,A,Lake Champlain,Tr#2-Ausable River,0,0,0,1962,-73.425,44.5613888889
Augur Lake Dam,A,Lake Champlain,Mud Brook,3,90,8,1900,-73.4966666667,44.47
Burnham Dam,A,Lake Champlain,Tr-Lake Champlain,14,114,1,1911,-73.44,44.42
Etra & Baim Pond Dam,0,Lower Hudson,Tr-E Branch Croton River,12,200,5,1947,-73.6333333333,41.5325
Beekman Recreational Dam,0,Lower Hudson,Tr-Fishkill Creek,3,100,1,1950,-73.7038888889,41.6216666667
Ryder Pond Dam,B,Lower Hudson,Tr-Stump Pond Brook,12,380,10,1951,-73.695,41.5516666667
M R Thexton Lake Dam,A,Lower Hudson,Tr-Middle Br Croton River,20,360,2,1956,-73.6516666667,41.5058333333
Pawling Reservoir Diversion Dam,A,Housatonic,Hiller Brook,12,150,2,1957,-73.5591666667,41.5866666667
Mid-county Rod & Gun Club Pond Dam,0,Lower Hudson,Tr-Jackson Creek,13,475,1,1958,-73.7083333333,41.6916666667
H Dykeman Farm Pond Dam,A,Housatonic,Tr-Swamp River,13,175,5,1958,-73.5916666667,41.6333333333
Camp Alamar Upper Lake Dam,A,Lower Hudson,Leetown Brook,6,400,17,1961,-73.7233333333,41.5333333333
C B Davison Farm Pond Dam,0,Lower Hudson,Beaver Brook,15,450,2,1963,-73.6786111111,41.7463888889
Vincent Abel Dam,A,Lower Hudson,Willow Brook,17,1000,26,1963,-73.6925,41.7122222222
Chestnut Ridge Rod & Gun Club Dam,B,Housatonic,Coopertown River,16,470,55,1964,-73.6188888889,41.6727777778
Douglas Cochran Lake Dam,D,Lower Hudson,Tr-Sprout Creek,11,300,13,1965,-73.735,41.7041666667
Charles Frumerie Pond Dam,0,Lower Hudson,Tr-E Br Croton River,16,275,4,1965,-73.6133333333,41.5519444444
Lower Cranberry Marsh Dam,A,Long Island,Peconic River,13,50,0,0,-72.7472222222,40.9038888889
East Port West Dam,A,Long Island,Seatuck Creek,12,400,10,1909,-72.7280555556,40.8255555556
Peconic Lake Dam,A,Long Island,Peconic River,10,636,25,1915,-72.7136111111,40.9125
Kiefers Dam,D,Chemung,Cohocton River,9,300,0,0,-77.4772222222,42.5111111111
Philip Weber Farm Pond Dam,A,Lake Erie,Tr-Eighteenmile Creek,14,0,1,1953,-78.7058333333,42.5797222222
E R Kitchen Farm Pond Dam,A,Lake Erie,Tr-E Branch Cazenovia Crk,14,0,1,1954,-78.595,42.6533333333
Samuel Darlich Pond Dam,D,Lake Erie,Tr-Eighteenmile Creek,22,0,3,1953,-78.7052777778,42.5872222222
Woodruff Wildlife Pond Dam #2,A,Lake Erie,Tr-Cazenovia Creek,7,0,5,1953,-78.5,42.6169444444
Higgins Pond Dam,A,Lake Erie,Tr-Eighteenmile Creek,12,0,1,1954,-78.7219444444,42.69
Walla Marsh Dam,A,Lake Erie,Tr-Cazenovia Creek,9,0,5,0,-78.6522222222,42.5794444444
O'dell Marsh Dam,A,Lake Erie,Tr-Hosmer Brook,7,285,36,1954,-78.4983333333,42.5566666667
Edward Wedtke Farm Pond Dam,A,Lake Erie,Tr-Gears Gulf,9,0,2,1955,-78.5777777778,42.6072222222
Robert Sullivan Pond Dam,A,Lake Erie,Tr-Spooner Creek,12,0,1,1955,-78.6972222222,42.5302777778
Ronald Smith Pond Dam,A,Lake Erie,Tr-East Branch Cazenovia Creek,12,0,1,1955,-78.5225,42.6266666667
Freda & Zina Cummings Pond Dam,D,Lake Erie,Tr-Sprague Brook,6,800,3,1955,-78.6266666667,42.6083333333
Ronald Smith Pond Dam,A,Lake Erie,Tr-East Branch Cazenovia Creek,19,0,2,1956,-78.515,42.6138888889
Richard Lockwood Pond Dam,A,Lake Erie,Tr-Hunter Creek,0,0,1,1956,-78.5341666667,42.7252777778
Paul Schintzius Marsh Dam,A,Lake Erie,Tr-Buffalo Creek,0,0,3,1956,-78.5111111111,42.7177777778
Emerling Marsh Dam,A,Lake Erie,Tr-Spooner Creek,6,0,0,1956,-78.7375,42.53
Erie County Coon Club Dam,A,Lake Erie,Tr-Cattaraugus Creek,9,0,2,1956,-78.5958333333,42.5488888889
Frank Taylor Pond Dam,A,Western Lake Ontario,Tr-E Branch Cazenovia Crk,13,0,2,1956,-78.505,42.6061111111
Walter Quesenberry Pond Dam,D,Lake Erie,Tr-E Branch Cazenovia Crk,12,0,4,1958,-78.6258333333,42.7127777778
Charles Smith Wildlife Dam,A,Genesee,Tr-Genesee River,6,0,3,1951,-78.0791666667,42.4783333333
Nys Conservation Dept Pond Dam,A,Genesee,Tr-Rush Creek,18,0,1,1951,-78.2305555556,42.3430555556
Hanging Bog Wildlife Dam,A,Genesee,Tr-Black Creek,8,0,3,1953,-78.2444444444,42.3
Robert Mcninch Pond Dam,A,Genesee,Tr-Phillips Creek,8,0,3,1953,-78.0069444444,42.2513888889
Punky Rd Pond Dam,A,Genesee,Tr-Crawford Creek,6,0,4,1953,-78.2305555556,42.325
Robin K Ortiz Dam,A,Genesee,Tr-Rush Creek,10,0,1,1953,-78.2186111111,42.3608333333
C T Reed Marsh Dam,A,Genesee,Tr-Baker Creek,6,0,2,1953,-78.0097222222,42.3888888889
E L Griffin Pond Dam,A,Genesee,Tr-Black Creek,8,0,5,1953,-78.225,42.2783333333
Forest Haskins Pond Dam,A,Genesee,Tr-Black Creek,11,0,5,1953,-78.1902777778,42.3222222222
Hanging Bog Pond Dam #2,D,Genesee,Tr-Crawford Creek,6,0,2,1953,-78.2236111111,42.3069444444
Kenneth Babbit Dam,A,Genesee,Tr-Genesee River,7,0,2,1953,-78.1316666667,42.4333333333
Walter Kersch Dam,A,Lower Hudson,Poestenkill Creek,10,480,2.18,0,-73.4586111111,42.6941666667
Big Bowman Pond Dam,A,Lower Hudson,,0.5,2,29.4,0,-73.4886111111,42.6505555556
Dan Coiteux Dam,A,Lower Hudson,Tr-Little Bowman Pond,15,100,20,1992,-73.3925,42.6525
Barrett Pond Dam,D,Lower Hudson,Indian Creek,0,120,6,0,-73.4738888889,42.3383333333
Queechy Lake Dam,A,Lower Hudson,Stony Kill,5,0,130,1920,-73.4255555556,42.4038888889
Richard Mugler Pond Dam,A,Housatonic,Indian Creek,12,690,1,1963,-73.4741666667,42.3175
Kosmider Pond Dam,A,Lower Hudson,Tr-Stony Kill,14,400,1,1965,-73.4658333333,42.4036111111
Winnies Reef Dam,B,Upper Hudson,Fish Creek,16,180,4028,1979,-73.6363888889,43.1022222222
Clarks Mills Lower Dam,B,Upper Hudson,Batten Kill,24,310,18,1912,-73.5677777778,43.1158333333
Clarks Mills Upper Dam,C,Upper Hudson,Batten Kill,21,340,15,1904,-73.5547222222,43.1186111111
(224-0265a),0,Upper Hudson,Batten Kill,0,0,4,0,-73.5347222222,43.1047222222
Middle Falls Dam,A,Upper Hudson,Battenkill River,6,163,3,0,-73.5377777778,43.1027777778
Middle Falls Dam,A,Upper Hudson,Batten Kill,24,220,21,1897,-73.525,43.0983333333
Lower Greenwich Dam,B,Upper Hudson,Battenkill,7,255,1,1925,-73.5044444444,43.0863888889
Northumberland Dam,A,Upper Hudson,Hudson River,16,805,2750,1870,-73.585,43.1233333333
James Pond Dam,A,Upper Hudson,Tr-Snook Kill,7,240,3,1926,-73.7416666667,43.1455555556
Fort Miller Dam At Lock C-6,A,Upper Hudson,Hudson River,5,1320,230,1985,-73.5833333333,43.1616666667
Thompson Island Dam,A,Upper Hudson,Hudson River,15,736,36,1910,-73.5833333333,43.1883333333
Nettleton Dam,A,Upper Hudson,Tr-Snook Kill,4,50,1,1924,-73.6966666667,43.2227777778
Saddle Lake Dam,B,Upper Hudson,Tr-Little Snook Kill,23,210,8,1993,-73.7358333333,43.2116666667
Kenneth Bullard Pond Dam,A,Upper Hudson,Tr-Fish Creek,21,225,4,1956,-73.6169444444,43.1241666667
Sexton & Kuhner Dam,D,Upper Hudson,Tr-Snook Kill,8,110,10,1957,-73.6686111111,43.2305555556
Gerald Goff Pond Dam,0,Upper Hudson,Tr-Hudson River,12,200,1,1960,-73.59,43.1133333333
Albert & Margaret Film W L Marsh Dam,D,Upper Hudson,Tr-Heartshorn Brook,10,350,4,1961,-73.5027777778,43.1222222222
County Forestry Committee Pond Dam,A,Upper Hudson,Rice Brook,15,138,1,1962,-73.6666666667,43.1791666667
Vincent Fay Pond Dam,A,Upper Hudson,Tr-Saratoga Lake,16,200,2,1973,-73.7002777778,43.0533333333
Fish Creek Aqueduct Dam,D,Upper Hudson,Fish Creek,15,35,0,1916,-73.5866666667,43.0966666667
Mills Mills Dam,A,Genesee,Wiscoy Creek,12,170,25,1930,-78.12,42.5
Silver Springs Dam,A,Genesee,Wolf Creek,19,40,10,1932,-78.0733333333,42.655
Frank Shoemaker Pond Dam,D,Chemung,Tr-Campbell Creek,7,0,1,1953,-77.3833333333,42.3666666667
Cameron Township Dam,A,Chemung,Tr-Stocking Creek,8,0,2,1953,-77.4041666667,42.2547222222
Snell-shattuck Marsh Dam,A,Chemung,Tr-Culver Creek,12,0,6,1953,-77.3444444444,42.2944444444
James A Little Marsh Dam,A,Chemung,Tr-Culver Creek,7,0,6,1953,-77.3019444444,42.3122222222
A Sherer Marsh Dam,A,Chemung,Tr-Campbell Creek,7,250,3,1953,-77.4333333333,42.2686111111
Town Of Cameron Dam #2,A,Chemung,Campbell Creek,9,525,8,1953,-77.4077777778,42.2555555556
Avery-zielaziski Marsh Dam,A,Chemung,Tr-Sinclair Creek,6,0,15,1953,-77.4597222222,42.3272222222
W Sterling Cole Pond Dam,D,Chemung,Tr-Mitchellville,9,0,2,1954,-77.2908333333,42.4
Fairbanks Vanhausen Park Dam,A,Oswego,Tr-Mitchellsville Creek,6,480,24,1954,-77.2916666667,42.4166666667
D Warner Marsh Dam,A,Chemung,Tr-Cohocton River,7,0,2,1955,-77.3147222222,42.3105555556
Cass Townsend Marsh Dam,A,Chemung,Gulf Creek,6,0,8,1956,-77.3388888889,42.275
Haag Marsh Dam,A,Chemung,Gulf Creek,9,0,6,1956,-77.3430555556,42.2819444444
Hugh Hotaling Dam,D,Chemung,Tr-Goff Creek,13,0,1,1959,-77.4936111111,42.3472222222
Arthur Moss Pond Dam,D,Chemung,,13,0,1,1960,-77.46,42.3888888889
Wold Lake Dam,A,Chemung,Tr-Stocking Creek,18,100,10,1964,-77.3483333333,42.2766666667
Leo Dickson Pond Dam,A,Chemung,Tr-Stocking Creek,16,0,5,1954,-77.3208333333,42.2655555556
Joseph Karwoski Farm Pond Dam,A,Chemung,Tr-Maxwell Creek,21,800,16,1965,-77.3583333333,42.2883333333
Mossy Bank Village Park Dam,A,Chemung,Cohocton River,12,1000,6,1966,-77.3263888889,42.3180555556
Arthur Zilinski Dam,D,Chemung,Tr-Cold Brook,13,0,5,1966,-77.275,42.3647222222
Joseph Gerych Pond Dam,A,Chemung,Tr-Chamberlain Creek,12,0,1,1966,-77.4297222222,42.3586111111
Sandsmill Subdivision Dam,A,Long Island Sound,Wampus River,20,0,6.6,0,-73.7116666667,41.1422222222
Beaver Lake Dam,A,Lower Hudson,Stone Hill River,8,335,8,0,-73.6405555556,41.2202777778
Bott Pond Dam,A,Upper Hudson,Mcauley Brook,10,720,9,1978,-73.5416666667,42.9916666667
Lock C-1 Dam At Waterford,B,Upper Hudson,Hudson River,24,1100,400,1912,-73.6625,42.8238888889
Lock E-4 Embankment Dam,C,Mohawk,Erie Canal,34,2860,14,1915,-73.6933333333,42.8019444444
Wright Lake Dam,C,Lower Hudson,Piscawan Kill,46,350,7,1861,-73.6719444444,42.7483333333
Bradley Lake Dam,C,Lower Hudson,Piscawan Kill,50,300,7,1859,-73.6688888889,42.7477777778
Long Island Lighting Company Dam,A,Long Island,Peconic River,10,527,2,1915,-72.6888888889,40.9138888889
Cedar Pond Dam,A,Long Island,Tr-Little River,12,140,3,0,-72.6766666667,40.9097222222
Grange Bell Dam,A,Long Island,Peconic River,15,574,60,1884,-72.6683333333,40.9166666667
Quogue Waterfowl Refuge Dam #1,A,Long Island,Quantuck Creek,8,1150,12,1954,-72.6177777778,40.8338888889
Quogue Waterfowl Refuge Dam #2,A,Long Island,Quantuck Creek,4,135,3,1958,-72.6158333333,40.84
Mill Pond Dam,A,Long Island,Mill Creek,11,100,90,1920,-72.3566666667,40.91
Long Pond Dam,D,Long Island,Ligonee Brook,0,60,0,0,-72.2933333333,40.9816666667
Mooers Dam,A,Lake Champlain,Great Chazy River,6,142,4,1954,-73.58,44.9591666667
Mcgregor Dam,C,Lake Champlain,Chazy River,37,735,147,1968,-73.675,44.8688888889
Ymca Pond Dam,A,Lake Champlain,Tr-Stillwater Brook,33,575,29,1971,-73.6533333333,44.8033333333
Scribnek Pond Dam,D,Lake Champlain,Mead Brook,12,200,3,0,-73.5658333333,44.7105555556
Mead Reservoir Dam,C,Lake Champlain,Mead Brook,60,615,74,1922,-73.5808333333,44.7227777778
Dennis-johnson Pond Dam,A,Oswego,Tr-Schaeffer Creek,7,0,7,1954,-77.3513888889,42.8472222222
B Johnson Pond Dam,0,Oswego,Tr-Canandaigua Lake,7,0,2,1954,-77.3466666667,42.8425
J Musolina Pond Dam,A,Oswego,Tr-Canandaigua Lake,5,0,6,1955,-77.3036111111,42.8016666667
Wilmarth Smith Pond #2 Dam,A,Oswego,Tr-Mud Creek,6,0,6,0,-77.3258333333,42.9555555556
Howland Island Game Refuge Dam #2,A,Oswego,Tr-Seneca River,5,1200,25,0,-76.675,43.0683333333
Howland Island Game Refuge Dam #3,A,Oswego,Tr-Seneca River,5,775,8,0,-76.6666666667,43.0733333333
Howland Island Game Refuge Dam #4,A,Oswego,Tr-Seneca River,5,2290,47,0,-76.6766666667,43.0783333333
Howland Island Game Refuge Dam #5,A,Oswego,Tr-Seneca River,5,890,23,0,-76.6766666667,43.0883333333
(064-0336),D,Oswego,Owasco Outlet,0,0,0,0,-76.6,42.9725
Beardsley Dam,D,Oswego,Owasco Outlet,0,200,0,0,-76.5997222222,42.9672222222
Canoga Upper Dam,A,Chemung,Owasco Outlet,10,0,0,0,-76.5941666667,42.9363888889
(064-0359),D,Oswego,Owasco Outlet,4,0,0,0,-76.5944444444,42.9347222222
Aurelius Avenue Dam,D,Chemung,Owasco Outlet,15,100,2,1913,-76.5916666667,42.9344444444
Auburn Converting Company Dam,D,Chemung,Owasco Outlet,12,0,0,1880,-76.5875,42.9338888889
Carlton Porter Jr Wildlife Dam,D,Genesee,Tr-Spring Creek,7,0,3,1962,-78.15,43.0652777778
Depew Rod & Gun Club Marsh Dam,D,Western Lake Ontario,Tr-Oak Orchard Creek,7,2400,12,1962,-78.2444444444,43.1266666667
Call Farm Pond Dam,A,Western Lake Ontario,Tr-Oak Orchard Creek,12,0,5,1963,-78.2269444444,43.0941666667
Eddy Robertson Dam,A,Genesee,Tr-Oatka Creek,7,0,3,1964,-78.0597222222,43.0175
Wilmarth Smith Pond #1 Dam,A,Oswego,Tr-Mud Creek,0,0,4,1955,-77.3258333333,42.9541666667
Tenpas Marsh Dam,D,Oswego,Tr-Black Creek,6,0,12,1957,-77.3166666667,42.95
Mathew Park Pond Dam,A,Genesee,Tr-Mill Creek,15,400,4,1958,-77.4427777778,42.7877777778
Kenneth Maynard Pond Dam,A,Genesee,,12,0,4,1961,-77.4733333333,42.8947222222
Calvin A Fisher Dam,A,Oswego,Tr-Mud Creek,15,0,3,1963,-77.3858333333,42.7902777778
Calvin Fisher Dam,A,Chemung,Tr-Schaeffer Creek,20,0,1,1963,-77.3827777778,42.8325
William Parsons Wildlife Marsh Dam,A,Oswego,Tr-Mud Creek,10,750,35,1964,-77.4316666667,42.84
Mitchel & Schwalenstocker Dam,A,Oswego,Center Gully,13,0,1,1964,-77.3708333333,42.8038888889
Ardus Canfield Dam,A,Oswego,Tr-Canandaigua Lake,8,0,6,1965,-77.3147222222,42.8522222222
Les Ganoe Dam,D,Oswego,Tr-Canandaigua Lake,14,0,4,1965,-77.3561111111,42.7983333333
Schwartz Dam,A,Oswego,Tr-Mud Creek,19,0,3,1965,-77.4344444444,42.7994444444
George Keene Dam,A,Genesee,Tr-Mill Creek,15,0,4,1965,-77.4319444444,42.7836111111
Boyce & Lewis Dam,A,Oswego,Canandaigua Lake,8,0,4,1966,-77.3172222222,42.8475
Evert Elmtree Corp Dam,A,Oswego,Tr-Mud Creek,13,0,2,1966,-77.4263888889,42.8111111111
John Forsyth Dam,A,Genesee,Tr-Mill Creek,20,0,1.2,1966,-77.4336111111,42.7547222222
Edgar Bennett Dam,A,Oswego,Tr-Sucker Brook,13,0,2,1966,-77.4583333333,42.9211111111
Paul Watts Dam,0,Oswego,Canandaigua Lake,8,0,4,1966,-77.2533333333,42.85
Edgar Sargent Dam,A,Oswego,Tr-Mill Creek,9,0,2,1966,-77.4452777778,42.7977777778
Douglas Beecher Dam,A,Oswego,Tr-Reed Gully,10,0,0,1970,-77.3677777778,42.7911111111
Douglas Hall Dam,A,Oswego,Tr-Mud Creek,13,0,2,1970,-77.4180555556,42.785
William Georgia Dam,D,Genesee,Tr-Mill Creek,20,640,11,0,-77.4327777778,42.7727777778
George T Keene Dam,A,Genesee,Tr-Mill Creek,12,0,2,1977,-77.4394444444,42.7852777778
Primo Defelice Dam,D,Chemung,Tr-Beaver Creek,5,1220,2,1978,-77.3447222222,42.9608333333
Negley Dam,A,Oswego,Fisher Gully,20,225,2,1991,-77.2883333333,42.7647222222
Moreau Lake Dam,A,Upper Hudson,None,4,8,128,0,-73.7077777778,43.2391666667
Saratoga National Golf Club Dam,A,Upper Hudson,Spring Run Brook,7,55,6.46,0,-73.7438888889,43.0594444444
Careaway Campground Dam,D,Upper Hudson,Tr-Rice Brook,0,0,0,0,-73.6533333333,43.1841666667
Troy Lock & Dam #1,B,Upper Hudson,Hudson River,20,1000,650,1914,-73.6877777778,42.7516666667
NEW YORK STATE DAM,B,Mohawk,Mohawk River,20,1120,29.7,1840,-73.6955555556,42.7777777778
